theta_deg,hl_ratio,tl_ratio,E1_Es,E2_Es,nu12,nu21,rel_density
-35.9266570866716,1.862926658772518,0.09922157064905228,0.0018003761654337893,0.0023477202679039228,-0.8757062570003059,-1.1419354286966694,0.18544728376052197
-10.615991121740208,1.4402243541954542,0.18250909536296803,0.14017361670394882,0.008041479548798249,-4.175083432492572,-0.23951617163324293,0.25430204284116886
-36.42041452247038,1.1411437862727556,0.16405105099617534,0.018411285160472236,0.0046387263148394255,-1.9922446871866533,-0.5019463755790706,0.5848942095656083
-35.68133813889374,1.2639504698372328,0.06651351354211633,0.0010321521698151788,0.0003737332744678748,-1.6618467877481602,-0.6017401889105689,0.19632794107612167
-8.108059006891594,1.2545687072415166,0.11968744549773068,0.07662912430134543,0.001967598122973699,-6.240634267584672,-0.16024012257764184,0.17667452929771751
-43.82724222928248,1.7839562002611873,0.027954347449066927,3.0109864535700935e-05,6.35002378241181e-05,-0.6885995346805115,-1.4522228808417195,0.06716744900007394
-21.294857956228533,1.5639110167133723,0.15856259246791843,0.023454435222066843,0.005918216129805548,-1.9907516263485214,-0.5023228346341834,0.25255745035113975
-73.79525000581711,1.6935629331875073,0.07822341639471601,0.00019754234807623988,0.016148965616840087,-0.11060066822933547,-9.041536692404561,0.7059287150890334
-43.50062518713798,1.0857274846527813,0.07086729404738258,0.001371106724985074,0.00037055615047592043,-1.9235727560763143,-0.5198659613165819,0.3793377887476481
-43.19697542341093,1.293459855369437,0.06667256168410636,0.0007572363096337674,0.0004658357787460369,-1.2749680282293474,-0.784333393354798,0.24731852132993276
-37.120396071794346,1.0744969132540154,0.08084266978840982,0.002455912924064477,0.0004908730760934392,-2.2367728170094665,-0.44707267201905004,0.33090225708763354
-44.488294920728464,1.211624067338966,0.12886842045370867,0.006085880179726524,0.0030113011748170897,-1.4216235265132078,-0.7034211106879212,0.567818634277056
-40.949569814634664,1.535612163168428,0.057156369783177355,0.00037300109248158335,0.00038145948880456844,-0.9888509627090918,-1.0112747397852189,0.15198380935130434
-18.028105685423164,0.8749801310427634,0.11230811141616696,0.02486940693530949,0.0009316488721416831,-5.166620741247539,-0.19355010752318907,0.30022641142737194
-12.78794211201749,1.3067455984970255,0.11370095735406971,0.026956335619058743,0.001720312856958507,-3.9584640936146473,-0.25262323374691925,0.177603806553342
-38.44728923457129,1.2109767095436363,0.17941702086328443,0.019856810739069582,0.007083615671607761,-1.6742767760923938,-0.5972728131210819,0.6242509581143391
-58.907466212074375,1.8615438553076338,0.17684355500277096,0.003874618003765802,0.04036553566831532,-0.30981974060456136,-3.2276832910926445,0.6577473719042625
-25.475403928483807,1.1763871209739918,0.06341299584055421,0.0016673746362213305,0.0002586399795686689,-2.5390354629934655,-0.3938503477304813,0.14949007533953257
-22.35143810617572,0.8110593128590722,0.08205934446473072,0.008203400962190943,0.0003008791305320201,-5.221567985601168,-0.191513354371248,0.28949417150374585
-11.299111614679404,0.9203451631957067,0.1195391216553852,0.060233333164292836,0.0013122541984042196,-6.775002547581325,-0.14760142051267566,0.24571267174683317
-62.73395068288394,1.7900097470939058,0.06185227392134099,0.00015225482212289363,0.0022177061679285463,-0.2620194471388902,-3.8165106098782204,0.28392322395682734
-38.386064795638745,1.458133333652656,0.08865019232625433,0.0016917213542890855,0.001211061368859484,-1.1819016533918933,-0.8460940867035248,0.23358483282357936
-17.76576926506901,0.5291092257410263,0.1438626103573139,0.13597175425811,0.0007721842357702581,-13.269784949828574,-0.07535917151490223,0.8528872792430812
-19.381139595177366,1.1062318034199141,0.19570101320725214,0.0829093844912676,0.006914175247144938,-3.462833848475793,-0.2887808204947984,0.41608073772719933
-56.214583038296354,1.3047297343374353,0.056434778105926536,0.00030551467706252546,0.0004950329836019193,-0.7855954711120322,-1.2729197618520791,0.354076588874884
-8.532545369769124,1.1893207268926254,0.09071464733425655,0.032215867465457765,0.0008034576307728129,-6.332182527593938,-0.15792343250408064,0.14052371232930017
-41.37071530762141,1.5602587607690426,0.14420157367979938,0.0057280011744708795,0.006380662162071948,-0.9474769947992354,-1.0554345968177243,0.3803479992525533
-60.802618207429795,1.9935047009380928,0.12661013446796346,0.0011594617500239207,0.019591264350168596,-0.24327471961559652,-4.110579190390687,0.4624854071022655
-9.79673224632775,0.9425901354709579,0.11713628925224245,0.07081919448234462,0.0012974075260834153,-7.388176889726442,-0.13535138843122993,0.2264164346361671
-67.65441368134864,1.68357991941072,0.03359186842452618,2.2205202572582727e-05,0.0005232958354501747,-0.20599360141213488,-4.854519718791085,0.21449482228325156
-47.367720499772155,1.4176405316727492,0.1325909387747194,0.004277204835202545,0.0051162646969877025,-0.9143311628708995,-1.0936956330571843,0.4905673659745334
-5.571832695812219,1.9787798006634916,0.12290013342704614,0.10415297234249819,0.003543028464352098,-5.421862674355951,-0.18443845963302408,0.13055149897413912
-13.124205030881456,1.4809807996266755,0.11711006179793168,0.024195087249467218,0.0021803954607874276,-3.331163595307133,-0.30019540361475405,0.1669133922728971
-23.85439854072881,1.8482253385053768,0.09054455731780012,0.002875043689400377,0.0014009995252024308,-1.4325283657704018,-0.6980664564098934,0.1319357491470479
-13.19056318411063,1.5886253520788705,0.0658396444449607,0.003922630798206372,0.00042070376564229823,-3.0535182307607767,-0.32749108550462214,0.08919077392493453
-12.991502022660256,0.6910791825871251,0.15595795736020718,0.15685689334168576,0.0019118162908820125,-9.057925109620038,-0.11040055949876891,0.46187587814918457
-41.08562297101632,1.5491355654834689,0.11172215319709919,0.0027284481663439127,0.0029047825086341086,-0.9691724125299263,-1.0318081561871963,0.29490139270462284
-56.30532111269052,1.2264733830282228,0.026109115812059658,3.6159565536977224e-05,4.112024990111906e-05,-0.9377427802833056,-1.0663905081709992,0.19247220577402646
-22.099067591675897,1.8781969894735138,0.0918370099589894,0.003375901174225828,0.001462629980462948,-1.5192443389024386,-0.658221968904909,0.12796449422892178
-30.37540526241792,1.7102516707856827,0.18714865488010987,0.018360041728889432,0.012296253556603229,-1.2219415344534117,-0.8183697597670345,0.3340766893757899
-9.739013709966557,0.6211576388110296,0.1403230011868482,0.21054674110734614,0.0013044737900795506,-12.704470907992365,-0.07871244755032666,0.4128199844501312
-70.79315506913855,1.3285378721756491,0.04051470566732569,6.385494171094699e-05,0.0007176124306625476,-0.2982993313449824,-3.3523373836983317,0.53346894460297
-17.666549590632037,1.7538275263297136,0.1864266595973568,0.046218878097535686,0.010862724262823491,-2.062720201186159,-0.4847967259083195,0.25319776377928815
-14.407846937190158,1.8269150039754207,0.058306349036252314,0.001964976262780829,0.0003442826007674093,-2.3890273226224243,-0.4185803948455075,0.07299289415263635
-21.694637131911684,0.8075758977847749,0.023955802209383512,0.00021346696304663549,7.504841063860391e-06,-5.333282470187454,-0.18750178817452584,0.08264706747350538
-7.113018045427452,1.7093472330844721,0.19656255226286948,0.30998803758423393,0.012323672582935843,-5.015363230852476,-0.19938735321270581,0.23171374915807916
-62.77579775008586,1.6266217407243067,0.08671189163787829,0.0005115382984971236,0.005021577673797195,-0.3191677374234831,-3.1331487576802433,0.4661037933126653
-27.930317326783516,1.548906213520907,0.09715423700112195,0.00341777409375443,0.0014367046197241904,-1.542367738814256,-0.6483538100769546,0.1805853831469013
-36.41625430843232,1.0350391994831316,0.19519881032976774,0.0384767083721069,0.006299597417146014,-2.471397242144004,-0.40462940677738757,0.8339486377852765
-19.6906605363303,0.6702273996525677,0.12928451510378164,0.05377065049430638,0.0008628987935456376,-7.893919882595648,-0.1266797756846734,0.5500676737373607
-26.344465278814873,1.3513254298222876,0.06267869332380614,0.0012346745402496957,0.00031052999300472595,-1.9939968580103526,-0.501505303773557,0.12913823997250967
-24.57619970633437,0.778286284447861,0.03132572706188855,0.0004459748643309265,1.481132405120076e-05,-5.487294246838862,-0.18223917927785324,0.13204466411505028
-10.432808674511932,1.963841888421985,0.09459449523647875,0.014240095060820959,0.0015863892002122015,-2.996067350543226,-0.3337708679408315,0.10692991208972083
-50.18163546312945,1.5267904678787176,0.16615411797592702,0.006562460571318171,0.013253973128640498,-0.7036558630296693,-1.4211492471538398,0.6030624724966346
